source,destination,timestamp,state_label,w
456,314,3,0,0.0
456,314,4,0,0.0
480,156,5,0,0.0
456,314,5,0,0.0
480,156,6,0,0.0
456,314,6,0,0.0
480,156,7,0,0.0
456,314,7,0,0.0
480,156,8,0,0.0
456,314,8,0,0.0
480,156,9,0,0.0
456,314,10,0,0.0
480,156,11,0,0.0
456,314,11,0,0.0
480,156,12,0,0.0
456,314,12,0,0.0
480,156,13,0,0.0
456,314,13,0,0.0
480,156,14,0,0.0
456,314,14,0,0.0
401,174,18,0,0.0
401,174,19,0,0.0
401,174,20,0,0.0
401,174,21,0,0.0
401,174,22,0,0.0
401,174,23,0,0.0
480,156,23,0,0.0
401,174,24,0,0.0
480,156,24,0,0.0
401,174,25,0,0.0
401,174,26,0,0.0
401,174,27,0,0.0
401,174,30,0,0.0
229,391,36,0,0.0
397,197,38,0,0.0
229,391,38,0,0.0
229,391,39,0,0.0
229,391,40,0,0.0
229,391,41,0,0.0
229,391,42,0,0.0
397,197,43,0,0.0
229,391,43,0,0.0
386,70,44,0,0.0
397,197,44,0,0.0
229,391,44,0,0.0
386,70,45,0,0.0
229,391,45,0,0.0
386,70,46,0,0.0
397,197,46,0,0.0
229,391,46,0,0.0
40,478,47,0,0.0
386,70,47,0,0.0
397,197,47,0,0.0
229,391,47,0,0.0
40,478,48,0,0.0
397,197,48,0,0.0
40,478,49,0,0.0
397,197,49,0,0.0
40,478,50,0,0.0
397,197,50,0,0.0
386,70,52,0,0.0
40,478,53,0,0.0
386,70,53,0,0.0
40,478,54,0,0.0
40,478,55,0,0.0
386,70,55,0,0.0
40,478,56,0,0.0
386,70,56,0,0.0
40,478,57,0,0.0
386,70,57,0,0.0
40,478,58,0,0.0
386,70,58,0,0.0
40,478,59,0,0.0
386,70,59,0,0.0
19,323,76,0,0.0
19,323,77,0,0.0
397,197,80,0,0.0
19,323,83,0,0.0
19,323,84,0,0.0
397,197,84,0,0.0
19,323,85,0,0.0
397,197,85,0,0.0
19,323,86,0,0.0
19,323,87,0,0.0
19,323,88,0,0.0
19,323,89,0,0.0
19,323,90,0,0.0
19,323,91,0,0.0
176,164,94,0,0.0
176,164,95,0,0.0
176,164,96,0,0.0
176,164,97,0,0.0
20,303,98,0,0.0
176,164,98,0,0.0
20,303,99,0,0.0
153,224,100,0,0.0
20,303,100,0,0.0
20,303,101,0,0.0
176,164,101,0,0.0
144,245,102,0,0.0
176,164,102,0,0.0
176,164,103,0,0.0
144,245,104,0,0.0
176,164,104,0,0.0
144,245,105,0,0.0
153,224,106,0,0.0
144,245,106,0,0.0
176,164,106,0,0.0
153,224,107,0,0.0
144,245,107,0,0.0
176,164,107,0,0.0
153,224,108,0,0.0
153,224,109,0,0.0
144,245,109,0,0.0
20,303,110,0,0.0
153,224,110,0,0.0
144,245,110,0,0.0
278,356,111,0,0.0
20,303,111,0,0.0
153,224,111,0,0.0
278,356,112,0,0.0
144,245,112,0,0.0
153,224,112,0,0.0
20,303,113,0,0.0
144,245,113,0,0.0
153,224,113,0,0.0
278,356,114,0,0.0
20,303,114,0,0.0
144,245,114,0,0.0
153,224,114,0,0.0
471,223,115,0,0.0
278,356,115,0,0.0
20,303,115,0,0.0
144,245,115,0,0.0
153,224,115,0,0.0
471,223,116,0,0.0
278,356,116,0,0.0
20,303,116,0,0.0
278,356,117,0,0.0
20,303,117,0,0.0
471,223,118,0,0.0
278,356,118,0,0.0
471,223,119,0,0.0
278,356,119,0,0.0
471,223,120,0,0.0
278,356,120,0,0.0
471,223,121,0,0.0
403,435,122,0,0.0
471,223,122,0,0.0
278,356,122,0,0.0
471,223,123,0,0.0
403,435,124,0,0.0
471,223,124,0,0.0
403,435,125,0,0.0
471,223,125,0,0.0
403,435,126,0,0.0
471,223,126,0,0.0
403,435,127,0,0.0
403,435,129,0,0.0
403,435,130,0,0.0
278,356,130,0,0.0
403,435,131,0,0.0
403,435,132,0,0.0
403,435,133,0,0.0
403,435,134,0,0.0
140,289,136,0,0.0
140,289,137,0,0.0
140,289,138,0,0.0
459,18,140,0,0.0
140,289,140,0,0.0
459,18,141,0,0.0
459,18,142,0,0.0
459,18,143,0,0.0
23,158,144,0,0.0
23,158,145,0,0.0
459,18,145,0,0.0
459,18,146,0,0.0
23,158,147,0,0.0
140,289,147,0,0.0
459,18,147,0,0.0
23,158,148,0,0.0
140,289,148,0,0.0
23,158,149,0,0.0
239,393,150,0,0.0
23,158,150,0,0.0
140,289,150,0,0.0
239,393,151,0,0.0
23,158,151,0,0.0
459,18,151,0,0.0
239,393,152,0,0.0
23,158,152,0,0.0
459,18,152,0,0.0
239,393,153,0,0.0
23,158,153,0,0.0
459,18,153,0,0.0
239,393,154,0,0.0
140,289,154,0,0.0
23,158,154,0,0.0
459,18,154,0,0.0
239,393,155,0,0.0
140,289,155,0,0.0
23,158,155,0,0.0
330,18,156,0,0.0
239,393,156,0,0.0
48,318,157,0,0.0
239,393,157,0,0.0
48,318,158,0,0.0
239,393,158,0,0.0
140,289,158,0,0.0
48,318,159,0,0.0
239,393,159,0,0.0
140,289,159,0,0.0
337,286,160,0,0.0
48,318,160,0,0.0
239,393,160,0,0.0
337,286,161,0,0.0
48,318,161,0,0.0
337,286,162,0,0.0
48,318,162,0,0.0
337,286,163,0,0.0
48,318,163,0,0.0
411,41,164,0,0.0
337,286,164,0,0.0
411,41,165,0,0.0
337,286,165,0,0.0
48,318,165,0,0.0
337,286,166,0,0.0
48,318,166,0,0.0
330,18,167,0,0.0
411,41,167,0,0.0
337,286,167,0,0.0
330,18,168,0,0.0
411,41,168,0,0.0
337,286,168,0,0.0
330,18,169,0,0.0
411,41,169,0,0.0
48,318,169,0,0.0
337,286,169,0,0.0
330,18,170,0,0.0
337,286,170,0,0.0
116,96,171,0,0.0
330,18,171,0,0.0
411,41,171,0,0.0
48,318,171,0,0.0
330,18,172,0,0.0
411,41,172,0,0.0
411,41,173,0,0.0
146,69,174,0,0.0
411,41,174,0,0.0
99,489,175,0,0.0
116,96,175,0,0.0
411,41,175,0,0.0
99,489,176,0,0.0
146,69,176,0,0.0
116,96,176,0,0.0
330,18,176,0,0.0
411,41,176,0,0.0
99,489,177,0,0.0
146,69,177,0,0.0
116,96,177,0,0.0
116,96,178,0,0.0
99,489,179,0,0.0
146,69,179,0,0.0
330,18,179,0,0.0
99,489,180,0,0.0
330,18,180,0,0.0
146,69,181,0,0.0
99,489,181,0,0.0
116,96,181,0,0.0
330,18,181,0,0.0
146,69,182,0,0.0
99,489,182,0,0.0
116,96,183,0,0.0
146,69,183,0,0.0
99,489,183,0,0.0
116,96,184,0,0.0
146,69,184,0,0.0
99,489,184,0,0.0
116,96,185,0,0.0
146,69,185,0,0.0
99,489,185,0,0.0
116,96,186,0,0.0
146,69,186,0,0.0
99,489,186,0,0.0
116,96,187,0,0.0
146,69,188,0,0.0
452,79,190,0,0.0
452,79,191,0,0.0
452,79,192,0,0.0
452,79,194,0,0.0
452,79,195,0,0.0
452,79,196,0,0.0
452,79,197,0,0.0
452,79,198,0,0.0
452,79,199,0,0.0
452,79,200,0,0.0
452,79,201,0,0.0
16,354,204,0,0.0
16,354,205,0,0.0
16,354,206,0,0.0
139,435,214,0,0.0
16,354,214,0,0.0
139,435,215,0,0.0
139,435,216,0,0.0
16,354,216,0,0.0
139,435,217,0,0.0
396,332,218,0,0.0
139,435,218,0,0.0
16,354,218,0,0.0
396,332,219,0,0.0
139,435,219,0,0.0
16,354,219,0,0.0
396,332,220,0,0.0
16,354,220,0,0.0
396,332,221,0,0.0
139,435,221,0,0.0
16,354,221,0,0.0
396,332,222,0,0.0
139,435,222,0,0.0
16,354,222,0,0.0
396,332,223,0,0.0
139,435,223,0,0.0
16,354,223,0,0.0
396,332,224,0,0.0
396,332,225,0,0.0
139,435,225,0,0.0
396,332,226,0,0.0
396,332,227,0,0.0
139,435,227,0,0.0
396,332,228,0,0.0
274,203,248,0,0.0
274,203,249,0,0.0
440,188,252,0,0.0
274,203,252,0,0.0
440,188,253,0,0.0
440,188,254,0,0.0
274,203,254,0,0.0
440,188,255,0,0.0
274,203,255,0,0.0
440,188,256,0,0.0
274,203,256,0,0.0
440,188,257,0,0.0
274,203,257,0,0.0
440,188,258,0,0.0
274,203,258,0,0.0
440,188,259,0,0.0
274,203,259,0,0.0
440,188,260,0,0.0
274,203,260,0,0.0
274,203,261,0,0.0
440,188,264,0,0.0
440,188,265,0,0.0
168,181,289,0,0.0
168,181,290,0,0.0
168,181,292,0,0.0
168,181,293,0,0.0
168,181,294,0,0.0
168,181,295,0,0.0
168,181,296,0,0.0
168,181,297,0,0.0
168,181,299,0,0.0
168,181,300,0,0.0
168,181,301,0,0.0
472,284,303,0,0.0
472,284,304,0,0.0
472,284,305,0,0.0
472,284,306,0,0.0
472,284,307,0,0.0
472,284,308,0,0.0
472,284,309,0,0.0
472,284,310,0,0.0
472,284,311,0,0.0
472,284,312,0,0.0
472,284,313,0,0.0
12,278,314,0,0.0
12,278,315,0,0.0
12,278,316,0,0.0
12,278,318,0,0.0
12,278,319,0,0.0
12,278,322,0,0.0
12,278,323,0,0.0
12,278,325,0,0.0
12,278,326,0,0.0
12,278,327,0,0.0
12,278,328,0,0.0
196,463,332,0,0.0
196,463,333,0,0.0
196,463,334,0,0.0
196,463,335,0,0.0
196,463,336,0,0.0
267,200,337,0,0.0
267,200,338,0,0.0
196,463,338,0,0.0
267,200,339,0,0.0
267,200,340,0,0.0
196,463,340,0,0.0
267,200,341,0,0.0
196,463,341,0,0.0
267,200,342,0,0.0
196,463,342,0,0.0
267,200,343,0,0.0
196,463,343,0,0.0
196,463,344,0,0.0
271,36,345,0,0.0
267,200,346,0,0.0
267,200,347,0,0.0
267,200,348,0,0.0
271,36,349,0,0.0
267,200,349,0,0.0
376,474,350,0,0.0
376,474,351,0,0.0
376,474,352,0,0.0
376,474,353,0,0.0
376,474,354,0,0.0
376,474,356,0,0.0
376,474,357,0,0.0
376,474,358,0,0.0
376,474,359,0,0.0
271,36,360,0,0.0
376,474,360,0,0.0
271,36,361,0,0.0
376,474,361,0,0.0
271,36,362,0,0.0
271,36,363,0,0.0
271,36,364,0,0.0
271,36,365,0,0.0
291,323,366,0,0.0
271,36,366,0,0.0
291,323,367,0,0.0
271,36,367,0,0.0
285,65,368,0,0.0
291,323,368,0,0.0
271,36,368,0,0.0
285,65,369,0,0.0
291,323,369,0,0.0
285,65,371,0,0.0
285,65,372,0,0.0
285,65,373,0,0.0
291,323,374,0,0.0
291,323,375,0,0.0
291,323,376,0,0.0
285,65,377,0,0.0
291,323,377,0,0.0
285,65,378,0,0.0
291,323,378,0,0.0
291,323,379,0,0.0
285,65,380,0,0.0
291,323,380,0,0.0
285,65,382,0,0.0
285,65,384,0,0.0
285,65,385,0,0.0
347,4,409,0,0.0
347,4,410,0,0.0
347,4,411,0,0.0
347,4,412,0,0.0
347,4,413,0,0.0
347,4,414,0,0.0
347,4,415,0,0.0
347,4,420,0,0.0
347,4,421,0,0.0
225,105,423,0,0.0
347,4,423,0,0.0
225,105,424,0,0.0
347,4,424,0,0.0
225,105,426,0,0.0
225,105,427,0,0.0
52,49,428,0,0.0
225,105,428,0,0.0
52,49,429,0,0.0
225,105,429,0,0.0
484,21,430,0,0.0
225,105,430,0,0.0
484,21,431,0,0.0
52,49,432,0,0.0
484,21,432,0,0.0
225,105,432,0,0.0
52,49,433,0,0.0
225,105,433,0,0.0
265,243,434,0,0.0
265,243,435,0,0.0
484,21,435,0,0.0
225,105,435,0,0.0
265,243,436,0,0.0
484,21,436,0,0.0
265,243,437,0,0.0
484,21,437,0,0.0
225,105,437,0,0.0
265,243,438,0,0.0
484,21,438,0,0.0
484,21,439,0,0.0
52,49,441,0,0.0
484,21,441,0,0.0
52,49,442,0,0.0
484,21,442,0,0.0
484,21,443,0,0.0
265,243,444,0,0.0
52,49,444,0,0.0
265,243,445,0,0.0
52,49,445,0,0.0
265,243,446,0,0.0
52,49,446,0,0.0
457,150,447,0,0.0
265,243,447,0,0.0
52,49,447,0,0.0
457,150,448,0,0.0
265,243,448,0,0.0
52,49,448,0,0.0
457,150,449,0,0.0
265,243,449,0,0.0
457,150,450,0,0.0
457,150,451,0,0.0
26,471,452,0,0.0
26,471,453,0,0.0
457,150,453,0,0.0
344,265,454,0,0.0
26,471,454,0,0.0
344,265,455,0,0.0
26,471,455,0,0.0
344,265,456,0,0.0
26,471,456,0,0.0
344,265,457,0,0.0
26,471,457,0,0.0
26,471,458,0,0.0
344,265,459,0,0.0
26,471,459,0,0.0
344,265,460,0,0.0
26,471,460,0,0.0
344,265,461,0,0.0
26,471,461,0,0.0
344,265,462,0,0.0
26,471,462,0,0.0
457,150,463,0,0.0
344,265,463,0,0.0
457,150,465,0,0.0
457,150,466,0,0.0
344,265,466,0,0.0
457,150,467,0,0.0
344,265,467,0,0.0
457,150,468,0,0.0
168,170,481,0,0.0
289,9,482,0,0.0
168,170,482,0,0.0
289,9,483,0,0.0
168,170,484,0,0.0
289,9,484,0,0.0
168,170,485,0,0.0
289,9,485,0,0.0
168,170,486,0,0.0
289,9,486,0,0.0
289,9,487,0,0.0
168,170,488,0,0.0
168,170,489,0,0.0
289,9,489,0,0.0
168,170,490,0,0.0
289,9,490,0,0.0
168,170,491,0,0.0
289,9,491,0,0.0
168,170,492,0,0.0
289,9,492,0,0.0
123,66,493,0,0.0
168,170,493,0,0.0
289,9,493,0,0.0
123,66,494,0,0.0
123,66,496,0,0.0
123,66,497,0,0.0
123,66,498,0,0.0
123,66,501,0,0.0
123,66,502,0,0.0
123,66,503,0,0.0
123,66,505,0,0.0
123,66,506,0,0.0
123,66,507,0,0.0
267,386,546,0,0.0
267,386,547,0,0.0
267,386,548,0,0.0
267,386,549,0,0.0
267,386,550,0,0.0
267,386,551,0,0.0
267,386,555,0,0.0
267,386,556,0,0.0
267,386,557,0,0.0
267,386,558,0,0.0
267,386,559,0,0.0
103,444,571,0,0.0
103,444,572,0,0.0
103,444,573,0,0.0
103,444,574,0,0.0
103,444,575,0,0.0
103,444,577,0,0.0
114,408,578,0,0.0
114,408,579,0,0.0
115,265,580,0,0.0
115,265,581,0,0.0
114,408,581,0,0.0
115,265,582,0,0.0
114,408,582,0,0.0
115,265,584,0,0.0
114,408,584,0,0.0
115,265,585,0,0.0
114,408,585,0,0.0
115,265,586,0,0.0
103,444,586,0,0.0
114,408,586,0,0.0
115,265,587,0,0.0
103,444,587,0,0.0
114,408,587,0,0.0
115,265,588,0,0.0
103,444,588,0,0.0
114,408,588,0,0.0
103,444,589,0,0.0
115,265,590,0,0.0
103,444,590,0,0.0
115,265,592,0,0.0
114,408,593,0,0.0
115,265,593,0,0.0
114,408,595,0,0.0
199,159,620,0,0.0
199,159,621,0,0.0
199,159,622,0,0.0
108,61,623,0,0.0
108,61,624,0,0.0
199,159,624,0,0.0
108,61,625,0,0.0
199,159,625,0,0.0
108,61,626,0,0.0
199,159,626,0,0.0
108,61,627,0,0.0
199,159,627,0,0.0
108,61,628,0,0.0
199,159,628,0,0.0
108,61,629,0,0.0
199,159,629,0,0.0
108,61,630,0,0.0
199,159,630,0,0.0
108,61,631,0,0.0
108,61,632,0,0.0
199,159,633,0,0.0
163,320,634,0,0.0
108,61,634,0,0.0
163,320,636,0,0.0
163,320,637,0,0.0
163,320,638,0,0.0
163,320,639,0,0.0
163,320,641,0,0.0
163,320,643,0,0.0
413,460,645,0,0.0
413,460,646,0,0.0
163,320,646,0,0.0
413,460,647,0,0.0
163,320,647,0,0.0
413,460,648,0,0.0
163,320,648,0,0.0
413,460,649,0,0.0
413,460,650,0,0.0
413,460,651,0,0.0
163,320,651,0,0.0
413,460,652,0,0.0
413,460,653,0,0.0
413,460,654,0,0.0
413,460,655,0,0.0
427,68,664,0,0.0
427,68,665,0,0.0
427,68,666,0,0.0
427,68,667,0,0.0
88,285,669,0,0.0
363,22,670,0,0.0
88,285,670,0,0.0
363,22,671,0,0.0
88,285,671,0,0.0
363,22,672,0,0.0
88,285,672,0,0.0
363,22,673,0,0.0
88,285,673,0,0.0
363,22,674,0,0.0
427,68,674,0,0.0
88,285,674,0,0.0
363,22,675,0,0.0
427,68,675,0,0.0
88,285,675,0,0.0
363,22,676,0,0.0
427,68,676,0,0.0
88,285,676,0,0.0
363,22,677,0,0.0
427,68,677,0,0.0
88,285,677,0,0.0
363,22,678,0,0.0
88,285,678,0,0.0
427,68,679,0,0.0
88,285,679,0,0.0
427,68,680,0,0.0
363,22,683,0,0.0
363,22,684,0,0.0
427,68,684,0,0.0
155,121,690,0,0.0
155,121,693,0,0.0
155,121,694,0,0.0
155,121,695,0,0.0
315,245,696,0,0.0
155,121,696,0,0.0
315,245,697,0,0.0
155,121,697,0,0.0
315,245,698,0,0.0
247,334,699,0,0.0
247,334,700,0,0.0
155,121,700,0,0.0
247,334,701,0,0.0
315,245,701,0,0.0
155,121,701,0,0.0
472,87,702,0,0.0
247,334,702,0,0.0
315,245,702,0,0.0
155,121,702,0,0.0
472,87,703,0,0.0
247,334,703,0,0.0
315,245,703,0,0.0
155,121,703,0,0.0
472,87,704,0,0.0
247,334,704,0,0.0
315,245,704,0,0.0
155,121,704,0,0.0
472,87,705,0,0.0
247,334,705,0,0.0
472,87,706,0,0.0
315,245,706,0,0.0
472,87,707,0,0.0
247,334,707,0,0.0
315,245,707,0,0.0
472,87,708,0,0.0
247,334,708,0,0.0
315,245,708,0,0.0
472,87,709,0,0.0
247,334,709,0,0.0
315,245,709,0,0.0
472,87,710,0,0.0
247,334,710,0,0.0
472,87,711,0,0.0
472,87,713,0,0.0
480,142,719,0,0.0
480,142,720,0,0.0
480,142,721,0,0.0
257,301,722,0,0.0
480,142,722,0,0.0
480,142,723,0,0.0
50,61,724,0,0.0
257,301,724,0,0.0
480,142,724,0,0.0
257,301,725,0,0.0
50,61,726,0,0.0
257,301,726,0,0.0
480,142,726,0,0.0
50,61,727,0,0.0
257,301,727,0,0.0
480,142,727,0,0.0
50,61,728,0,0.0
257,301,728,0,0.0
480,142,728,0,0.0
480,142,729,0,0.0
50,61,730,0,0.0
50,61,731,0,0.0
480,142,732,0,0.0
50,61,733,0,0.0
50,61,734,0,0.0
50,61,735,0,0.0
50,61,736,0,0.0
346,396,737,0,0.0
50,61,737,0,0.0
346,396,739,0,0.0
257,301,739,0,0.0
346,396,740,0,0.0
257,301,740,0,0.0
134,225,741,0,0.0
346,396,741,0,0.0
257,301,741,0,0.0
134,225,742,0,0.0
346,396,742,0,0.0
134,225,743,0,0.0
346,396,743,0,0.0
346,396,744,0,0.0
257,301,744,0,0.0
257,301,745,0,0.0
134,225,747,0,0.0
346,396,747,0,0.0
134,225,748,0,0.0
346,396,748,0,0.0
134,225,749,0,0.0
134,225,750,0,0.0
346,396,750,0,0.0
134,225,751,0,0.0
346,396,751,0,0.0
134,225,754,0,0.0
134,225,756,0,0.0
134,225,757,0,0.0
391,186,767,0,0.0
391,186,768,0,0.0
391,186,769,0,0.0
391,186,771,0,0.0
407,473,772,0,0.0
407,473,773,0,0.0
407,473,774,0,0.0
391,186,775,0,0.0
407,473,776,0,0.0
391,186,776,0,0.0
391,186,779,0,0.0
407,473,780,0,0.0
391,186,780,0,0.0
407,473,781,0,0.0
391,186,781,0,0.0
407,473,782,0,0.0
391,186,782,0,0.0
407,473,783,0,0.0
391,186,783,0,0.0
411,352,784,0,0.0
407,473,784,0,0.0
411,352,785,0,0.0
407,473,785,0,0.0
411,352,786,0,0.0
407,473,786,0,0.0
411,352,787,0,0.0
411,352,788,0,0.0
411,352,789,0,0.0
411,352,790,0,0.0
411,352,791,0,0.0
411,352,792,0,0.0
411,352,793,0,0.0
411,352,794,0,0.0
25,370,808,0,0.0
25,370,810,0,0.0
25,370,811,0,0.0
25,370,812,0,0.0
25,370,813,0,0.0
25,370,814,0,0.0
25,370,815,0,0.0
25,370,816,0,0.0
25,370,817,0,0.0
25,370,818,0,0.0
25,370,819,0,0.0
133,495,826,0,0.0
133,495,827,0,0.0
133,495,828,0,0.0
133,495,829,0,0.0
133,495,830,0,0.0
133,495,831,0,0.0
133,495,832,0,0.0
133,495,833,0,0.0
133,495,834,0,0.0
133,495,837,0,0.0
133,495,838,0,0.0
318,415,844,0,0.0
318,415,845,0,0.0
318,415,846,0,0.0
318,415,847,0,0.0
318,415,848,0,0.0
318,415,849,0,0.0
318,415,850,0,0.0
318,415,851,0,0.0
273,22,852,0,0.0
273,22,853,0,0.0
273,22,854,0,0.0
273,22,855,0,0.0
273,22,856,0,0.0
273,22,857,0,0.0
273,22,858,0,0.0
273,22,859,0,0.0
318,415,859,0,0.0
273,22,860,0,0.0
273,22,862,0,0.0
273,22,863,0,0.0
318,415,865,0,0.0
318,415,866,0,0.0
424,267,928,0,0.0
424,267,930,0,0.0
424,267,931,0,0.0
424,267,934,0,0.0
424,267,935,0,0.0
354,16,937,0,0.0
354,16,938,0,0.0
424,267,939,0,0.0
446,4,940,0,0.0
354,16,940,0,0.0
424,267,940,0,0.0
446,4,941,0,0.0
354,16,941,0,0.0
354,16,942,0,0.0
35,195,943,0,0.0
354,16,943,0,0.0
446,4,944,0,0.0
424,267,944,0,0.0
354,16,945,0,0.0
424,267,945,0,0.0
446,4,946,0,0.0
354,16,946,0,0.0
424,267,946,0,0.0
354,16,947,0,0.0
424,267,947,0,0.0
446,4,948,0,0.0
354,16,948,0,0.0
35,195,949,0,0.0
446,4,949,0,0.0
354,16,949,0,0.0
35,195,950,0,0.0
446,4,950,0,0.0
446,4,951,0,0.0
35,195,952,0,0.0
446,4,952,0,0.0
35,195,953,0,0.0
35,195,954,0,0.0
446,4,954,0,0.0
35,195,955,0,0.0
446,4,955,0,0.0
35,195,956,0,0.0
35,195,957,0,0.0
35,195,958,0,0.0
35,195,959,0,0.0
491,183,976,0,0.0
491,183,977,0,0.0
491,183,978,0,0.0
491,183,979,0,0.0
142,296,980,0,0.0
491,183,980,0,0.0
142,296,981,0,0.0
142,296,982,0,0.0
142,296,983,0,0.0
142,296,984,0,0.0
491,183,984,0,0.0
142,296,985,0,0.0
142,296,986,0,0.0
183,93,987,0,0.0
495,342,987,0,0.0
142,296,987,0,0.0
183,93,988,0,0.0
491,183,988,0,0.0
142,296,988,0,0.0
